Brand,Model,Link,Price,Price Retail,Discount,Saved Amount,CPU,GPU,RAM,Storage,Screen,detail,
MSI,Laptop Msi Stealth A16 AI+ A3XWFG-018VN (Ryzen AI 9 HX 370/ GeForce RTX™ 5060/ 32GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-msi-stealth-a16-ai-a3xwfg-018vn--s250711954?selectPromotionId=1524464,60.490.000 ₫,64.990.000 ₫,-7%,4.500.000 ₫,R9 370,RTX 5060,32GB,1TB,"16"" WQXGA/ OLED/ 240Hz","CPU: AMD Ryzen AI 9 HX 370 (5.1 GHz/ 24MB/ 12 nhân, 24 luồng)
NPU: AMD XDNA™ lên đến 50TOPs
VGA: GeForce RTX™ 5060 8GB GDDR7, 572 AI TOPs
RAM: 2 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 96GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 16"" WQXGA (2560 x 1600) OLED, 240Hz, 600 nits, 100% DCI-P3
Khác: Bàn phím gaming RGB Per-Key của SteelSeries với phím Copilot, FHD webcam, Nahimic, Hi-Res Audio, Copilot+ PC
OS: Windows 11 Home SEA",
LENOVO,Laptop Lenovo IdeaPad Slim 3 14IRH10 - 83K00008VN (i5-13420H/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-lenovo-ideapad-slim-3-14irh10-83k00008vn--s250646131,16.990.000 ₫,,,,i5-13420H,Intel Graphics,16GB,512GB,"14"" WUXGA/ IPS/ 60Hz","CPU: Intel® Core™ i5-13420H (2.1 GHz - 4.6 GHz/ 12MB/ 8 nhân, 12 luồng)
RAM: 16GB (8GB + 8GB Onboard) 4800MHz DDR5 (Hỗ trợ tối đa 24GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC
Khác: Bàn phím thường, HD webcam, Dolby Audio, Non-EVO
OS: Windows 11 Home SL, English",
LENOVO,Laptop Lenovo IdeaPad Slim 3 14IRH10 - 83K0000AVN (i5-13420H/ 24GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-lenovo-ideapad-slim-3-14irh10-83k0000avn--s250646113,17.990.000 ₫,,,,i5-13420H,Intel Graphics,24GB,512GB,"14"" WUXGA/ IPS/ 60Hz","CPU: Intel® Core™ i5-13420H (2.1 GHz - 4.6 GHz/ 12MB/ 8 nhân, 12 luồng)
RAM: 24GB (16GB + 8GB Onboard) 4800MHz DDR5 (Hỗ trợ tối đa 24GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC
Khác: Bàn phím thường, HD webcam, Dolby Audio, Non-EVO
OS: Windows 11 Home SL, English",
HP,Laptop HP Elitebook X G1a 14 AI - B9FE4PT (Ryzen AI 9 HX PRO 375/ 32GB/ 1TB/ Windows 11 Pro),https://phongvu.vn/laptop-hp-elitebook-x-g1a-14-ai-b9fe4pt--s250640780?selectPromotionId=1506080,55.990.000 ₫,58.590.000 ₫,-4%,2.600.000 ₫,R9 HX 375,AMD Radeon,32GB,1TB,"14"" 2.8K/ OLED/ 120Hz","CPU: AMD Ryzen™ AI 9 HX PRO 375 (3.3 GHz - 5.1 GHz/ 24MB/ 12 nhân, 24 luồng)
NPU: AMD XDNA™ lên đến 55TOPs
RAM: 32GB Onboard 8000MHz LPDDR5x (Hỗ trợ tối đa 32GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 14"" 2.8K (2880 x 1800) OLED, 120Hz,
Khác: Bàn phím Chiclet với phím Copilot, HD webcam, High Definition Audio, AMD AI
OS: Windows 11 Pro",
LENOVO,Laptop Lenovo Yoga 7 2-in-1 14IML9 - 83DJ00H9VN (Ultra 7-155H/ 32GB/ 1TB/ Windows 11 + Office + Microsoft),https://phongvu.vn/laptop-lenovo-yoga-7-2-in-1-14iml9-83dj00h9vn--s250640769,33.390.000 ₫,,,,U7-155H,Intel Graphics,32GB,1TB,"14"" 2.8K/ OLED/ 120Hz","CPU: Intel® Core™ Ultra 7-155H (3.8 GHz - 4.8 GHz/ 24MB/ 16 nhân, 22 luồng)
NPU: Intel® AI Boost, up to 11 TOPS
RAM: 32GB Onboard 7467MHz LPDDR5x (Hỗ trợ tối đa 16GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 14"" 2.8K (2880 x 1800) OLED, 120Hz, Màn hình chống lóa, 400 nits, 100% DCI-P3
Khác: Bàn phím thường, FHD webcam, Dolby Atmos, Intel AI
OS: Windows 11 Home + Office Home & Student 2024 + Microsoft 365 Basic",
LENOVO,Laptop Lenovo Yoga 7 2-in-1 - 83DJ00H8VN (Ultra 5-125H/ 16GB/ 1TB/ Windows 11 + Office + Microsoft),https://phongvu.vn/laptop-lenovo-yoga-7-2-in-1-83dj00h8vn--s250640768,27.490.000 ₫,,,,U5-125H,Intel Graphics,16GB,1TB,"14"" WUXGA/ OLED/ 60Hz","CPU: Intel® Core™ Ultra 5-125H (3.6 GHz - 4.5 GHz/ 18MB/ 14 nhân, 18 luồng)
NPU: Intel® AI Boost 11 TOPS
RAM: 16GB Onboard 7467MHz LPDDR5x (Hỗ trợ tối đa 16GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) OLED, 60Hz, Màn hình chống lóa, 400 nits, 100% DCI-P3
Khác: Bàn phím thường, FHD webcam, Dolby Atmos, Intel AI
OS: Windows 11 Home + Office Home & Student 2024 + Microsoft 365 Basic",
HP,Laptop HP Elitebook Ultra G1i AI - B9FE9PT (Ultra 7-268V/ 32GB/ 1TB/ Windows 11 Pro),https://phongvu.vn/laptop-hp-elitebook-ultra-g1i-ai-b9fe9pt--s250640732?selectPromotionId=1506081,58.990.000 ₫,61.590.000 ₫,-4%,2.600.000 ₫,U7-268V,Intel Graphics,32GB,1TB,"14"" 2.8K/ OLED/ 120Hz","CPU: Intel® Core™ Ultra 7-268V (2.2 GHz - 5.0 GHz/ 12MB/ 8 nhân, 8 luồng)
NPU: Intel® AI Boost 48 TOPS
RAM: 32GB Onboard 8533MHz LPDDR5x (Hỗ trợ tối đa 32GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 14"" 2.8K (2880 x 1800) OLED, 120Hz,
Khác: Bàn phím Chiclet với phím Copilot, HD webcam, High Definition Audio, Intel AI
OS: Windows 11 Pro",
HP,Laptop HP Elitebook Ultra G1q - B4PY1PT (Snapdragon X1E 78 100/ 32GB/ 1TB/ Windows 11 Pro),https://phongvu.vn/laptop-hp-elitebook-ultra-g1q-b4py1pt--s250640724?selectPromotionId=1506082,45.490.000 ₫,47.590.000 ₫,-4%,2.100.000 ₫,Snap X1E78100,Adreno,32GB,1TB,"14"" 2.2K/ IPS","CPU: Snapdragon X1E 78 100 (3.4 GHz/ 42MB/ 12 nhân, 12 luồng)
NPU: Qualcomm AI Engine up to 75 total TOPs
RAM: 32GB Onboard 8448MHz LPDDR5 (Hỗ trợ tối đa 32GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 14"" 2.2K (2240 x 1400) IPS,
Khác: Bàn phím Chiclet với phím Copilot, HD webcam, Qualcomm Aqstic Audio, Copilot+ PC
OS: Windows 11 Pro",
HP,Laptop HP Elitebook X G1a 14 AI - BC4N4AT (Ryzen AI 7 PRO 360/ 32GB/ 1TB/ Windows 11 Pro),https://phongvu.vn/laptop-hp-elitebook-x-g1a-14-ai-bc4n4at--s250640711?selectPromotionId=1506083,48.790.000 ₫,50.990.000 ₫,-4%,2.200.000 ₫,R7 PRO 360,AMD Radeon,32GB,1TB,"14"" 2.8K/ OLED/ 120Hz","CPU: AMD Ryzen™ AI 7 PRO 360 (2.0 GHz - 5.0 GHz/ 8MB/ 8 nhân, 16 luồng)
NPU: AMD XDNA™ lên đến 50TOPs
RAM: 32GB Onboard 8000MHz LPDDR5x (Hỗ trợ tối đa 32GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 14"" 2.8K (2880 x 1800) OLED, 120Hz,
Khác: Bàn phím Chiclet với phím Copilot, HD webcam, High Definition Audio, AMD AI
OS: Windows 11 Pro",
ASUS,Laptop Asus Gaming V16 V3607VU-RP290W (Core 5 210H/ GeForce RTX™ 4050/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-asus-gaming-v16-v3607vu-rp290w--s250637372,25.490.000 ₫,,,,Core 5 210H,RTX 4050,16GB,512GB,"16"" WUXGA/ 144Hz","CPU: Intel® Core™ 5 210H (2.2 GHz - 4.8 GHz/ 12MB/ 8 nhân, 12 luồng)
VGA: GeForce RTX™ 4050 6GB GDDR6, 194 AI TOPs
RAM: 1 x 16GB DDR5 (Hỗ trợ tối đa 32GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) 144Hz, Màn hình chống lóa, 300 nits, 45% NTSC
Khác: Bàn phím Chiclet với phím Copilot, FHD webcam, SonicMaster, Non-EVO
OS: Windows 11 Home",
HP,Laptop HP Omen Max 16 16-ah0212TX - C1WR1PA (Ultra 9-275HX/ GeForce RTX™ 5090/ 64GB/ 2TB/ Windows 11 + Office + Microsoft),https://phongvu.vn/laptop-hp-omen-max-16-16-ah0212tx-c1wr1pa--s250517373?selectPromotionId=1506079,132.490.000 ₫,139.000.000 ₫,-5%,6.510.000 ₫,U9-275HX,RTX 5090,64GB,2TB,"16"" 2.5K/ OLED/ 240Hz","CPU: Intel Core Ultra 9-275HX
NPU: Intel AI Boost 13 TOPS
VGA: GeForce RTX 5090 24GB GDDR7, 1824 AI TOPS
RAM: 1 x 64GB 5600MHz DDR5 (Max 64GB)
Ổ cứng: 2TB SSD M.2 NVMe
Màn hình: 16"" 2.5K OLED, 240Hz
OS: Windows 11 + Office 2024 + Microsoft
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
HP,Laptop HP Omen Max 16 16-ah0186TX - BX9S1PA (Ultra 7-255HX/ GeForce RTX™ 5080/ 32GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-hp-omen-max-16-16-ah0186tx-bx9s1pa--s250517375?selectPromotionId=1506078,88.690.000 ₫,94.990.000 ₫,-7%,6.300.000 ₫,U7-255HX,RTX 5080,32GB,1TB,"16"" 2.5K/ OLED/ 240Hz","CPU: Intel® Core™ Ultra 7-255HX
NPU: Intel® AI Boost 13 TOPS
VGA: GeForce RTX™ 5080 16GB GDDR7, 1334 AI TOPS
RAM: 1 x 32GB 5600MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 16"" 2.5K (2560 x 1600) OLED, 240Hz
OS: Windows 11 Home SL
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
HP,Laptop HP Omen Max 16 16-ah0213TX - C1WR2PA (Ultra 9-275HX/ GeForce RTX™ 5080/ 64GB/ 2TB/ Windows 11 + Office + Microsoft),https://phongvu.vn/laptop-hp-omen-max-16-16-ah0213tx-c1wr2pa--s250517376?selectPromotionId=1506077,112.990.000 ₫,119.000.000 ₫,-5%,6.010.000 ₫,U9-275HX,RTX 5080,64GB,2TB,"16"" 2.5K/ OLED/ 240Hz","CPU: Intel® Core™ Ultra 9-275HX
NPU: Intel® AI Boost 13 TOPS
VGA: GeForce RTX™ 5080 16GB GDDR7, 1334 AI TOPS
RAM: 1 x 64GB 5600MHz DDR5 (Max 64GB)
Ổ cứng: 2TB SSD M.2 NVMe
Màn hình: 16"" 2.5K OLED, 240Hz
OS: Windows 11 + Office 2024 + Microsoft
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
ASUS,Laptop Asus Gaming V16 K3607VU-RP280W (Core 5 210H/ GeForce RTX™ 4050/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-asus-gaming-v16-k3607vu-rp280w--s250512278,25.490.000 ₫,,,,Core 5 210H,RTX 4050,16GB,512GB,"16"" WUXGA/ IPS/ 144Hz","CPU: Intel® Core™ 5 210H (2.2 GHz - 4.8 GHz/ 12MB/ 8 nhân, 12 luồng)
VGA: GeForce RTX™ 4050 6GB GDDR6, 194 AI TOPs
RAM: 1 x 16GB DDR5 (Hỗ trợ tối đa 16GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) IPS, 144Hz, Màn hình chống lóa, 300 nits, 45% NTSC
Khác: Bàn phím Chiclet với phím Copilot, FHD webcam, SonicMaster, Non-EVO
OS: Windows 11 Home",
GIGABYTE,Laptop Gigabyte G6X 9KG-43VN853SH (i7-13650HX/ GeForce RTX™ 4060/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-gigabyte-g6x-9kg-43vn853sh--s250512261,30.790.000 ₫,,,,i7-13650HX,RTX 4060,16GB,512GB,"16"" WUXGA/ IPS/ 165Hz","CPU: Intel® Core™ i7-13650HX (2.6 GHz - 4.9 GHz/ 24MB/ 14 nhân, 20 luồng)
VGA: GeForce RTX™ 4060 8GB GDDR6, 233 AI TOPS
RAM: 2 x 8GB 4800MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) IPS, 165Hz, 45% NTSC
Khác: Bàn phím thường, HD webcam, Dolby Atmos, Non-EVO
OS: Windows 11 Home SL",
GIGABYTE,Laptop Gigabyte G6X 9MG-42VN853SH (i7-13650HX/ GeForce RTX™ 4050/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-gigabyte-g6x-9mg-42vn853sh--s250512252,29.790.000 ₫,,,,i7-13650HX,RTX 4050,16GB,512GB,"16"" WUXGA/ IPS/ 165Hz","CPU: Intel® Core™ i7-13650HX (2.6 GHz - 4.9GHz/ 24MB/ 14 nhân, 20 luồng)
VGA: GeForce RTX™ 4050 6GB GDDR6, 194 AI TOPs
RAM: 2 x 8GB 4800MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) IPS, 165Hz, 45% NTSC
Khác: Bàn phím thường, HD webcam, Dolby Atmos, Non-EVO
OS: Windows 11 Home SL",
LENOVO,Laptop Lenovo IdeaPad Slim 5 14Q8X9 - 83HL005AVN (Snapdragon X X1 26 100/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-lenovo-ideapad-slim-5-14q8x9-83hl005avn--s250512206,20.990.000 ₫,,,,Snap X126100,Adreno,16GB,512GB,"14"" WUXGA/ OLED","CPU: Snapdragon X X1 26 100 (2.97 GHz/ 30MB/ 8 nhân, 8 luồng)
NPU: Qualcomm® Hexagon™ NPU up to 45TOPS
RAM: 16GB Onboard 8448MHz LPDDR5x (Hỗ trợ tối đa 16GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) OLED, Màn hình gương, 400 nits, 100% DCI-P3
Khác: Bàn phím thường, FHD webcam, Dolby Audio, Snapdragon
OS: Windows 11 Home SL",
ASUS,Laptop Asus ExpertBook P3 P3605CVA-PL0042W (i5-13420H/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-asus-expertbook-p3-p3605cva-pl0042w--s250512196,20.190.000 ₫,,,,i5-13420H,Intel Graphics,16GB,512GB,"16"" WQXGA/ 144Hz","CPU: Intel® Core™ i5-13420H (2.1 GHz - 4.6 GHz/ 12MB/ 8 nhân, 12 luồng)
RAM: 1 x 16GB DDR5 (Hỗ trợ tối đa 16GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WQXGA (2560 x 1600) 144Hz, Màn hình chống lóa, 400 nits, 100% sRGB
Khác: Bàn phím Chiclet với phím Copilot, FHD webcam, Smart Amp Technology, Non-EVO
OS: Windows 11 Home",
ASUS,Laptop Asus ExpertBook P3 P3405CVA-NZ0077W (i7-13620H/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-asus-expertbook-p3-p3405cva-nz0077w--s250512189,24.990.000 ₫,,,,i7-13620H,Intel Graphics,16GB,512GB,"14"" WQXGA/ 144Hz","CPU: Intel® Core™ i7-13620H (2.4 GHz - 4.9GHz/ 24MB/ 10 nhân, 16 luồng)
RAM: 1 x 16GB DDR5 (Hỗ trợ tối đa 16GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" WQXGA (2560 x 1600) 144Hz, Màn hình chống lóa, 400 nits, 100% sRGB
Khác: Bàn phím Chiclet với phím Copilot, FHD webcam, Smart Amp Technology, Non-EVO
OS: Windows 11 Home",
GIGABYTE,Laptop Gigabyte Aorus Master 16 BYH-C5VNE64SH (Ultra 9 275HX/ GeForce RTX™ 5080/ 32GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-gigabyte-aorus-master-16-byhc5vne64sh--s250508033?selectPromotionId=1456563,84.490.000 ₫,94.890.000 ₫,-11%,10.400.000 ₫,U9-275HX,RTX 5080,32GB,1TB,"16"" WQXGA/ OLED/ 165Hz","CPU: Intel® Core™ Ultra 9-275HX
NPU: Intel® AI Boost 13 TOPS
VGA: GeForce RTX™ 5080 16GB GDDR7, 1334 AI TOPS
RAM: 2 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 16"" WQXGA OLED, 165Hz
OS: Windows 11 Home SL
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
MSI,Laptop Msi Katana 15 B13VEK-2416VN (i5-13420H/ GeForce RTX™ 4050/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-msi-katana-15-b13vek-2416vn--s250419050?selectPromotionId=1334964,25.690.000 ₫,26.990.000 ₫,-5%,1.300.000 ₫,i5-13420H,RTX 4050,16GB,512GB,"15.6"" Full HD/ IPS","CPU: Intel® Core™ i5-13420H (2.1 GHz - 4.6GHz/ 12MB/ 8 nhân, 12 luồng)
VGA: GeForce RTX™ 4050 6GB GDDR6, 194 AI TOPs
RAM: 1 x 16GB 5200MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" Full HD (1920 x 1080) IPS, 45% NTSC
Khác: Bàn phím thường, HD webcam, Non-EVO
OS: Windows 11 Home SEA",
MSI,Laptop Msi Thin 15 B13VE - 2824VN (i5-13420H/ GeForce RTX™ 4050/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-msi-thin-15-b13ve-2824vn--s250419051?selectPromotionId=1334963,21.990.000 ₫,22.990.000 ₫,-4%,1.000.000 ₫,i5-13420H,RTX 4050,16GB,512GB,"15.6"" Full HD/ IPS/ 144Hz","CPU: Intel® Core™ i5-13420H (2.1 GHz - 4.6 GHz/ 12MB/ 8 nhân, 12 luồng)
VGA: GeForce RTX™ 4050 6GB GDDR6, 194 AI TOPs
RAM: 2 x 8GB 3200MHz DDR4 (Hỗ trợ tối đa 16GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" Full HD (1920 x 1080) IPS, 144Hz, Màn hình chống lóa, 45% NTSC
Khác: Bàn phím thường, HD webcam, Nahimic, Hi-Res Audio, Non-EVO
OS: Windows 11 Home SEA",
MSI,Laptop Msi Venture 14 AI A1MG-005VN (Ultra 5-125H/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-msi-venture-14-ai-a1mg-005vn--s250419054?selectPromotionId=1334962,23.290.000 ₫,24.490.000 ₫,-5%,1.200.000 ₫,U5-125H,Intel Graphics,16GB,512GB,"14"" 2.8K/ OLED/ 120Hz","CPU: Intel® Core™ Ultra 5-125H (3.6 GHz - 4.5 GHz/ 18MB/ 14 nhân, 18 luồng)
NPU: Intel® AI Boost NPU
RAM: 2 x 8GB 5600MHz DDR5 (Hỗ trợ tối đa 16GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" 2.8K (2880 x 1800) OLED, 120Hz, Màn hình chống lóa, 100% DCI-P3
Khác: Có phím Copilot, HD webcam, Intel AI
OS: Windows 11 Home SEA",
ASUS,Laptop Asus ExpertBook P1403CVA-i516-50W (i5-13420H/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-asus-expertbook-p1403cva-i516-50w--s250419056,15.290.000 ₫,15.590.000 ₫,-2%,300.000 ₫,i5-13420H,Intel Graphics,16GB,512GB,"14"" Full HD/ 60Hz","CPU: Intel® Core™ i5-13420H (2.1 GHz - 4.6 GHz/ 12MB/ 8 nhân, 12 luồng)
RAM: 1 x 16GB DDR5 (Hỗ trợ tối đa 16GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" Full HD (1920 x 1080) 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC
Khác: Bàn phím Chiclet, HD webcam, Non-EVO
OS: Windows 11 Home",
MSI,Laptop Msi Venture A16 AI+ A3HMG-017VN (Ryzen AI 7 350/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-msi-venture-a16-ai-a3hmg-017vn--s250414229?selectPromotionId=1524458,28.490.000 ₫,29.990.000 ₫,-5%,1.500.000 ₫,R7 350,AMD Radeon,16GB,512GB,"16"" 2K/ OLED/ 120Hz","CPU: AMD Ryzen™ AI 7 350 (2.0 GHz - 5.0 GHz/ 16MB/ 8 nhân, 16 luồng)
NPU: AMD XDNA™ lên đến 50TOPs (Total 66 AI TOPs)
RAM: 2 x 8GB 5600MHz DDR5 (Hỗ trợ tối đa 96GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" 2K (2048 x 1280) OLED, 120Hz, 100% DCI-P3
Khác: Bàn phím Chiclet với phím Copilot, HD webcam, Copilot+ PC
OS: Windows 11 Home",
ASUS,Laptop Asus ExpertBook P1 P1403CVA-I516-63WS (i5-13420H/ 16GB/ 512GB/ Windows 11 + Office + Microsoft),https://phongvu.vn/laptop-asus-expertbook-p1-p1403cva-i516-63ws--s250307020,15.290.000 ₫,16.790.000 ₫,-9%,1.500.000 ₫,i5-13420H,Intel Graphics,16GB,512GB,"14"" Full HD/ 60Hz","CPU: Intel® Core™ i5-13420H (2.1 GHz - 4.6 GHz/ 12MB/ 8 nhân, 12 luồng)
RAM: 1 x 16GB DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" Full HD (1920 x 1080) IPS, 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC
Khác: Bàn phím Chiclet với phím Copilot, HD webcam, Non-EVO
OS: Windows 11 Home",
ASUS,Laptop Asus ExpertBook P1 P1503CVA-i308256-63W (i3-1315U/ 8GB/ 256GB/ Windows 11),https://phongvu.vn/laptop-asus-expertbook-p1-p1503cva-i308256-63w--s250307021,11.290.000 ₫,11.990.000 ₫,-6%,700.000 ₫,i3-1315U,Intel Graphics,8GB,256GB,"15.6"" Full HD/ 60Hz","CPU: Intel® Core™ i3-1315U (1.2 GHz - 4.5 GHz/ 10MB/ 6 nhân, 8 luồng)
RAM: 1 x 8GB DDR5
Ổ cứng: 256GB SSD M.2 NVMe
Màn hình: 15.6"" Full HD (1920 x 1080) 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC
Khác: Bàn phím Chiclet với phím Copilot, HD webcam, Non-EVO
OS: Windows 11 Home",
ASUS,Laptop Asus ExpertBook P1 P1503CVA-I516-63WS (i5-13420H/ 16GB/ 512GB/ Windows 11 + Office + Microsoft),https://phongvu.vn/laptop-asus-expertbook-p1-p1503cva-i516-63ws-i5-13420h-xam--s250307015,16.790.000 ₫,,,,i5-13420H,Intel Graphics,16GB,512GB,"15.6"" Full HD/ 60Hz","- CPU: Intel® Core™ i5-13420H
  (2.1 GHz - 4.6 GHz/ 12MB/ 8 nhân, 12 luồng)
- RAM: 1 x 16GB DDR5
- VGA: Onboard 
- Ổ cứng: 512GB SSD M.2 NVMe
- Màn hình: 15.6"" Full HD (1920 x 1080) 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC
- Khác: Bàn phím Chiclet với phím Copilot, HD webcam, Non-EVO
- OS: Windows 11 Home + Office Home & Student 2024 + Microsoft 365 Basic 1 year Free Onedrive",
ASUS,Laptop Asus ExpertBook P1 P1403CVA-i308256-63W (i3-1315U/ 8GB/ 256GB/ Windows 11),https://phongvu.vn/laptop-asus-expertbook-p1-p1403cva-i308256-63w-i3-1315u-xam--s250307016,11.290.000 ₫,11.990.000 ₫,-6%,700.000 ₫,i3-1315U,Intel Graphics,8GB,256GB,"14"" Full HD/ 60Hz","CPU: Intel® Core™ i3-1315U (1.2 GHz - 4.5 GHz/ 12MB/ 6 nhân, 8 luồng)
RAM: 1 x 8GB DDR5 (Hỗ trợ tối đa 16GB)
Ổ cứng: 256GB SSD M.2 NVMe
Màn hình: 14"" Full HD (1920 x 1080) 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC
Khác: Bàn phím Chiclet, HD webcam, Non-EVO
OS: Windows 11 Home",
MSI,Laptop Msi Titan 18 HX AI A2XWJG-622VN (Ultra 9-285HX/ GeForce RTX™ 5090/ 64GB/ 6TB/ Windows 11),https://phongvu.vn/laptop-msi-titan-18-hx-ai-a2xwjg-622vn--s250302328?selectPromotionId=1524459,164.990.000 ₫,174.990.000 ₫,-6%,10.000.000 ₫,U9-285HX,RTX 5090,64GB,6TB,"18"" Ultra HD (4K)/ Mini LED IPS/ 120Hz","- CPU: Intel® Core™ Ultra 9-285HX
- NPU: Intel® AI Boost 13 TOPS
- RAM: 2 x 32GB 6400MHz DDR5 (Hỗ trợ tối đa 96GB)
- VGA: GeForce RTX™ 5090 24GB GDDR7
- Ổ cứng: 6TB SSD M.2 NVMe
- Màn hình: 18"" Ultra HD (4K) Mini LED IPS
- OS: Windows 11 Home
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
ACER,Laptop Acer Predator Helios Neo 16S AI PHN16S-71-94T0 (Ultra 9 275HX/ GeForce RTX™ 5070Ti/ 32GB/ 2TB/ Windows 11),https://phongvu.vn/laptop-acer-predator-helios-neo-16s-ai-phn16s-71-94t0--s250301254?selectPromotionId=1505979,62.690.000 ₫,64.490.000 ₫,-3%,1.800.000 ₫,U9-275HX,RTX 5070Ti,32GB,2TB,"16"" WQXGA/ OLED/ 240Hz","- CPU: Intel® Core™ Ultra 9-275HX
- NPU: Intel® AI Boost 13 TOPS
- RAM: 2 x 16GB 6400MHz DDR5 (Max 96GB)
- VGA: GeForce RTX™ 5070Ti 12GB GDDR7
- Ổ cứng: 2 x 1TB SSD M.2 NVMe
- Màn hình: 16"" WQXGA OLED, 240Hz, 500 nits
- OS: Windows 11 Home SL
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
ACER,Laptop Acer Gaming Predator Helios 18 AI PH18-73-93P0 (Ultra 9 275HX/ GeForce RTX™ 5080/ 64GB/ 3TB/ Windows 11 Pro),https://phongvu.vn/laptop-acer-gaming-predator-helios-18-ai-ph18-73-93p0--s250301257?selectPromotionId=1505977,95.390.000 ₫,99.990.000 ₫,-5%,4.600.000 ₫,U9-275HX,RTX 5080,64GB,3TB,"18"" WQXGA/ Mini LED IPS/ 250Hz","CPU: Intel® Core™ Ultra 9-275HX
NPU: Intel® AI Boost 13 TOPS
VGA: GeForce RTX™ 5080 16GB GDDR7, 1334 AI TOPS
RAM: 4 x 16GB 4000MHz DDR5 (Hỗ trợ tối đa 192GB)
Ổ cứng: 3 x 1TB SSD M.2 NVMe
Màn hình: 18"" WQXGA Mini LED IPS, 250Hz
OS: Windows 11 Pro
Ưu đãi tặng ngay code game hấp dẫn từ Intel",
